scenario,size,instance,scale,customers,vehicle_pairs,trial_count,status,elapsed_seconds,offline_obj,offline_objective,avg_actual_cost,mean_actual_cost,worst_actual_cost,avg_fail,average_failed_customers,cost_std,average_online_replanning_seconds,worst_online_replanning_seconds
beta,Medium,medium_100c_7v_seed3,medium,100,7,30,OK,1485.8,831.3805196677076,831.3805196677076,811.0641626610969,811.0641626610969,827.9221713750196,28.2,28.2,8.310791623066208,7.7237580333681155,9.043536299839616
beta,Medium,medium_30c_2v_seed1,medium,30,2,30,OK,387.9,175.5197294695804,175.5197294695804,174.11990469793415,174.11990469793415,174.31017686061637,9.0,9.0,0.1220151631382583,1.416438113343126,1.6431872999528423
beta,Medium,medium_30c_2v_seed2,medium,30,2,30,OK,218.9,184.81061546972185,184.81061546972185,184.0414037375072,184.0414037375072,184.0414037375072,9.0,9.0,0.0,0.7439594466355629,0.9349517000373452
beta,Medium,medium_30c_2v_seed3,medium,30,2,30,OK,276.5,169.91130239702255,169.91130239702255,169.01702967870338,169.01702967870338,169.1672181685901,9.0,9.0,0.1229084218274123,0.633160433305117,0.8429186998400837
beta,Medium,medium_40c_3v_seed1,medium,40,3,30,OK,279.2,251.92476735778527,251.92476735778527,251.68836795945896,251.68836795945896,252.56950558788893,12.0,12.0,0.3090559702047198,0.4642793000210076,0.5509802999440581
beta,Medium,medium_40c_3v_seed2,medium,40,3,30,OK,1548.9,241.21982893685623,241.21982893685623,239.8656045936279,239.8656045936279,240.45294759686425,12.0,12.0,0.3466448995461286,3.0155658100071983,4.23381879995577
beta,Medium,medium_40c_3v_seed3,medium,40,3,30,OK,601.6,186.85682897138716,186.85682897138716,186.79791099286416,186.79791099286416,187.5142851511464,12.0,12.0,0.180006971005727,1.7339383299966964,2.188991399947554
beta,Medium,medium_50c_3v_seed1,medium,50,3,30,OK,931.6,300.8520123744568,300.8520123744568,298.3024942728055,298.3024942728055,298.49809084036417,15.0,15.0,0.1038751714082215,3.7101801299722874,4.126056999899447
beta,Medium,medium_50c_3v_seed2,medium,50,3,30,OK,935.9,315.5707725684117,315.5707725684117,313.6613387158498,313.6613387158498,314.3775540567466,15.0,15.0,0.3224297910608921,2.514188609966853,3.081710100057535
beta,Medium,medium_50c_3v_seed3,medium,50,3,30,OK,607.9,297.2435077625792,297.2435077625792,295.3978160852996,295.3978160852996,296.1739941348626,15.0,15.0,0.5175370582790143,1.889712446660269,2.306008099927567
beta,Medium,medium_60c_4v_seed1,medium,60,4,30,OK,1230.7,417.025556294096,417.025556294096,415.5580996553993,415.5580996553993,425.4791967657925,17.966666666666665,17.966666666666665,4.552882461012954,6.511005053296685,7.489847999881022
beta,Medium,medium_60c_4v_seed2,medium,60,4,30,OK,5398.3,398.5004171622632,398.5004171622632,397.785065906413,397.785065906413,411.03791436233416,18.0,18.0,2.469833053614958,3.439978449981815,4.24414159974549
beta,Medium,medium_60c_4v_seed3,medium,60,4,30,OK,1389.3,339.35485026067454,339.35485026067454,341.04778461755507,341.04778461755507,351.66438747719,17.766666666666666,17.766666666666666,10.956114114594984,1.9816085899287523,2.4123974996618927
beta,Medium,medium_80c_5v_seed1,medium,80,5,30,OK,1609.7,504.50545904017486,504.50545904017486,498.7651547829456,498.7651547829456,514.1175266868847,23.566666666666663,23.566666666666663,7.710515049177178,12.614016713372742,16.467146200011484
beta,Medium,medium_80c_5v_seed2,medium,80,5,30,OK,1070.4,474.5678588678403,474.5678588678403,479.8598626178173,479.8598626178173,485.8604270896755,23.933333333333334,23.933333333333334,6.2001000191444895,3.674638100026641,4.474131800117903
beta,Medium,medium_80c_5v_seed3,medium,80,5,30,OK,1580.6,475.5507467284653,475.5507467284653,475.2252703994329,475.2252703994329,476.6255134516245,24.0,24.0,0.940999735401392,3.429271420021541,4.22629059990868
gamma,Medium,medium_100c_7v_seed1,medium,100,7,30,OK,1391.9,600.5469447399743,600.5469447399743,599.3012825050222,599.3012825050222,714.696370827337,20.73333333333333,20.73333333333333,49.90302312717808,3.195262543325468,7.479231399716809
gamma,Medium,medium_100c_7v_seed2,medium,100,7,30,OK,2057.1,639.1833543428356,639.1833543428356,624.130897600149,624.130897600149,776.2449759770005,18.5,18.5,65.09829391498282,3.5685636300050345,7.10777889972087
gamma,Medium,medium_100c_7v_seed3,medium,100,7,30,OK,1593.2,645.6704158520126,645.6704158520126,652.0268476768567,652.0268476768567,831.1229711038336,20.3,20.3,75.30051527609837,2.597294883367916,4.80562039965298
gamma,Medium,medium_30c_2v_seed1,medium,30,2,30,OK,320.4,150.80110685691193,150.80110685691193,141.51112283800796,141.51112283800796,228.98281586067685,5.233333333333333,5.233333333333333,24.10788706275563,0.5063301766524091,1.1644401003140956
gamma,Medium,medium_30c_2v_seed2,medium,30,2,30,OK,260.0,160.52700733157351,160.52700733157351,176.2441366408013,176.2441366408013,243.5173055607043,7.2,7.2,30.65619334733077,0.3871394200056481,0.782883099745959
gamma,Medium,medium_30c_2v_seed3,medium,30,2,30,OK,248.2,144.7036758463069,144.7036758463069,146.83132425555905,146.83132425555905,214.0714942600412,6.466666666666667,6.466666666666667,27.0406458205256,1.0949891533780225,2.587028099806048
gamma,Medium,medium_40c_3v_seed1,medium,40,3,30,OK,297.4,201.38268601301456,201.38268601301456,197.4651384844904,197.4651384844904,245.5656264727032,7.666666666666667,7.666666666666667,22.342404171521967,0.3312762866611592,0.5951559998793527
gamma,Medium,medium_40c_3v_seed2,medium,40,3,30,OK,1495.1,165.46721174766793,165.46721174766793,159.70075743687568,159.70075743687568,218.72434161121373,7.266666666666667,7.266666666666667,24.89071466001377,2.90316419666633,5.240902700112201
gamma,Medium,medium_40c_3v_seed3,medium,40,3,30,OK,603.6,151.52575061991325,151.52575061991325,150.08534359973712,150.08534359973712,202.17137426967457,8.266666666666667,8.266666666666667,28.26440780491579,1.7822507266925338,3.396632199874148
gamma,Medium,medium_50c_3v_seed1,medium,50,3,30,OK,978.1,226.88369718043091,226.88369718043091,234.20339414706248,234.20339414706248,303.3048329602899,9.3,9.3,30.98045806025886,1.7705277099972592,3.503322100033984
gamma,Medium,medium_50c_3v_seed2,medium,50,3,30,OK,859.5,247.19141819166992,247.19141819166992,250.4883575202961,250.4883575202961,321.4262354780114,10.433333333333334,10.433333333333334,32.4493300268774,4.447613463329617,7.924447600031272
gamma,Medium,medium_50c_3v_seed3,medium,50,3,30,OK,513.0,225.2684152495084,225.2684152495084,233.49579937451583,233.49579937451583,315.9832391065161,10.5,10.5,34.12796074707103,2.923017283315615,4.75425050011836
gamma,Medium,medium_60c_4v_seed1,medium,60,4,30,OK,1033.9,306.9752394914289,306.9752394914289,300.53143664767293,300.53143664767293,391.5418460579923,11.766666666666667,11.766666666666667,43.94349245025118,2.348601186667414,4.203499400289729
gamma,Medium,medium_60c_4v_seed2,medium,60,4,30,OK,5330.8,301.84001527132125,301.84001527132125,286.249904880241,286.249904880241,373.9896338551192,11.0,11.0,44.29964957382384,1.6961573999530326,2.9352041000965983
gamma,Medium,medium_60c_4v_seed3,medium,60,4,30,OK,1075.4,260.45103365575125,260.45103365575125,254.21078489015224,254.21078489015224,324.20015517296457,11.533333333333331,11.533333333333331,34.608249830214945,2.3188642633496785,4.297661299933679
gamma,Medium,medium_80c_5v_seed1,medium,80,5,30,OK,1281.9,359.58011857865216,359.58011857865216,360.8403848113328,360.8403848113328,524.3336635031749,16.033333333333335,16.033333333333335,54.52122230239772,4.45304935326955,8.80542719992809
gamma,Medium,medium_80c_5v_seed2,medium,80,5,30,OK,1225.9,373.0233814579625,373.0233814579625,373.9065200178181,373.9065200178181,455.2963683459898,15.7,15.7,41.022904397225226,6.818166926677804,11.769843600108288
gamma,Medium,medium_80c_5v_seed3,medium,80,5,30,OK,1628.1,365.422364631638,365.422364631638,369.33454674171855,369.33454674171855,466.0254081088857,16.266666666666666,16.266666666666666,41.13164961271335,4.032425350082728,6.09493150014896
delta,Medium,medium_100c_7v_seed1,medium,100,7,30,OK,1628.3,1098.7970707982895,1098.7970707982895,1073.1695761077897,1073.1695761077897,1219.2842458360235,46.63333333333333,46.63333333333333,76.71056516507234,5.157475683403512,6.903989500016905
delta,Medium,medium_100c_7v_seed2,medium,100,7,30,OK,3184.4,1184.944457100955,1184.944457100955,1140.9817058171882,1140.9817058171882,1317.495640630912,47.13333333333333,47.13333333333333,104.61127663086864,17.195339069864712,23.676699699484743
delta,Medium,medium_100c_7v_seed3,medium,100,7,30,OK,1783.9,1208.9964092554967,1208.9964092554967,1230.660951220488,1230.660951220488,1379.2853221984562,50.3,50.3,84.98174190989852,6.603491639978407,8.33251470013056
delta,Medium,medium_30c_2v_seed1,medium,30,2,30,OK,776.8,249.9290496078202,249.9290496078202,240.5259436573814,240.5259436573814,293.2148632250755,14.566666666666666,14.566666666666666,27.228294558086315,8.04013398992829,11.0256758996984
delta,Medium,medium_30c_2v_seed2,medium,30,2,30,OK,274.5,270.40572486538895,270.40572486538895,268.19988634104163,268.19988634104163,326.1340478766279,15.4,15.4,35.4900673505946,0.9547022633370944,1.3673365999711675
delta,Medium,medium_30c_2v_seed3,medium,30,2,30,OK,269.7,221.96801149992135,221.96801149992135,223.3628426048108,223.3628426048108,287.6496298287552,14.4,14.4,26.141637868423835,2.8244885366914483,4.854047899949364
delta,Medium,medium_40c_3v_seed1,medium,40,3,30,OK,517.2,301.28272523269504,301.28272523269504,300.81081183359004,300.81081183359004,369.4363582584576,19.4,19.4,30.619482817888382,8.360661586668963,11.909790300065652
delta,Medium,medium_40c_3v_seed2,medium,40,3,30,OK,3203.6,293.3748792509799,293.3748792509799,284.3087565914078,284.3087565914078,386.58146653363787,19.03333333333333,19.03333333333333,41.17491300057581,6.305660400097258,10.755321000353431
delta,Medium,medium_40c_3v_seed3,medium,40,3,30,OK,693.1,247.93494886024692,247.93494886024692,248.1218262944376,248.1218262944376,305.165823529995,19.266666666666666,19.266666666666666,28.684736004099825,3.931734976735121,6.213316299952567
delta,Medium,medium_50c_3v_seed1,medium,50,3,30,OK,941.8,414.1515034884532,414.1515034884532,405.76946373457207,405.76946373457207,480.6307948802239,23.3,23.3,27.8889297743988,5.465931323372448,8.058269500150345
delta,Medium,medium_50c_3v_seed2,medium,50,3,30,OK,996.6,422.9351180907264,422.9351180907264,421.5345018035384,421.5345018035384,509.82616036621823,24.23333333333333,24.23333333333333,42.4852172052038,3.379796303354669,5.70356409996748
delta,Medium,medium_50c_3v_seed3,medium,50,3,30,OK,922.8,388.2901743488608,388.2901743488608,372.6589597334308,372.6589597334308,420.2725029110215,23.966666666666665,23.966666666666665,29.558445367402275,4.295759216645577,5.977540300344117
delta,Medium,medium_60c_4v_seed1,medium,60,4,30,OK,1107.9,526.0357895470172,526.0357895470172,539.1782832351229,539.1782832351229,631.5118937656141,28.366666666666667,28.366666666666667,56.86168407713628,7.893676530042042,12.225532799842767
delta,Medium,medium_60c_4v_seed2,medium,60,4,30,OK,5349.7,570.2303509894523,570.2303509894523,569.8534366541354,569.8534366541354,695.4060297634121,31.566666666666663,31.566666666666663,58.44840782430998,6.333108733283977,9.37660990038421
delta,Medium,medium_60c_4v_seed3,medium,60,4,30,OK,1618.0,464.9779529688174,464.9779529688174,454.5003850315394,454.5003850315394,550.0572788355764,27.666666666666668,27.666666666666668,47.73307945790394,5.715499669926552,8.425971599994227
delta,Medium,medium_80c_5v_seed1,medium,80,5,30,OK,1435.5,662.1292829292227,662.1292829292227,653.2137687636726,653.2137687636726,753.2515570801961,39.16666666666666,39.16666666666666,44.910796459443205,5.588097616653735,8.184055699734017
delta,Medium,medium_80c_5v_seed2,medium,80,5,30,OK,1144.1,650.5731557740545,650.5731557740545,665.6831113598583,665.6831113598583,795.6771257343096,41.1,41.1,52.14895296241108,5.03803862001126,6.558026200043969
delta,Medium,medium_80c_5v_seed3,medium,80,5,30,OK,2170.9,632.9408272846126,632.9408272846126,644.0409878808547,644.0409878808547,702.5062357674485,41.73333333333333,41.73333333333333,39.626218923669065,7.273316866632862,10.195045199943706
epsilon,Medium,medium_100c_7v_seed1,medium,100,7,30,OK,1623.7,1080.3382539113766,1080.3382539113766,1048.185688622854,1048.185688622854,1192.7905828670314,43.06666666666667,43.06666666666667,63.12358208623439,5.826353133279675,6.972567999386229
epsilon,Medium,medium_100c_7v_seed2,medium,100,7,30,OK,1845.7,1149.6886142516462,1149.6886142516462,1115.496298889222,1115.496298889222,1252.057584077418,44.4,44.4,47.2679473774201,19.257946476712824,24.89279870002065
epsilon,Medium,medium_100c_7v_seed3,medium,100,7,30,OK,1233.8,1044.0813342694114,1044.0813342694114,1044.3504807302782,1044.3504807302782,1184.3754723157722,41.93333333333333,41.93333333333333,73.94581690892697,8.133917216599608,9.33384070068132
epsilon,Medium,medium_30c_2v_seed1,medium,30,2,30,OK,425.4,212.33984894021648,212.33984894021648,209.46908112347924,209.46908112347924,242.15546249626527,13.533333333333331,13.533333333333331,19.258562181846973,0.9197277400293388,1.3727857002522796
epsilon,Medium,medium_30c_2v_seed2,medium,30,2,30,OK,280.8,244.84417129517573,244.84417129517573,246.68228161128332,246.68228161128332,288.9742454593168,12.2,12.2,24.339223251358508,0.7665983199879217,1.0393211997579783
epsilon,Medium,medium_30c_2v_seed3,medium,30,2,30,OK,265.0,224.6520590521808,224.6520590521808,208.5599497053441,208.5599497053441,241.36536599400503,12.8,12.8,13.141740962059824,1.7687079833083166,2.068634999915957
epsilon,Medium,medium_40c_3v_seed1,medium,40,3,30,OK,316.2,310.2258567164601,310.2258567164601,309.0411558067099,309.0411558067099,346.6778546662885,16.866666666666667,16.866666666666667,15.567487078910409,0.7784083100191007,1.0674655998591334
epsilon,Medium,medium_40c_3v_seed2,medium,40,3,30,OK,2001.4,291.94310789821066,291.94310789821066,295.34020015848324,295.34020015848324,340.114310782816,18.83333333333333,18.83333333333333,23.41121920157497,5.300854146589215,7.159107499872334
epsilon,Medium,medium_40c_3v_seed3,medium,40,3,30,OK,877.6,246.42680909306404,246.42680909306404,246.5484602248828,246.5484602248828,278.76736682318307,17.766666666666666,17.766666666666666,14.82824874622822,10.850076823375032,13.259817300131544
epsilon,Medium,medium_50c_3v_seed1,medium,50,3,30,OK,970.2,373.3771931958044,373.3771931958044,400.2135248902601,400.2135248902601,432.8576377503965,23.266666666666666,23.266666666666666,22.623307157378434,7.340667063401391,8.767651800531894
epsilon,Medium,medium_50c_3v_seed2,medium,50,3,30,OK,942.1,390.00426000157415,390.00426000157415,404.1082736268823,404.1082736268823,455.19668671775287,22.6,22.6,22.30962814377939,4.114801953341035,5.428806899813935
epsilon,Medium,medium_50c_3v_seed3,medium,50,3,30,OK,915.5,356.3428797365714,356.3428797365714,347.49511476931855,347.49511476931855,391.8166814634488,22.5,22.5,21.07659403022899,3.551855146687012,4.794737600139342
epsilon,Medium,medium_60c_4v_seed1,medium,60,4,30,OK,1290.4,517.9841166604858,517.9841166604858,499.2697064478991,499.2697064478991,552.4089115484566,25.933333333333334,25.933333333333334,34.57381285323321,7.837480473343748,10.08509070018772
epsilon,Medium,medium_60c_4v_seed2,medium,60,4,30,OK,3999.9,470.8622733472724,470.8622733472724,473.5276368809853,473.5276368809853,542.3232947246535,27.83333333333333,27.83333333333333,34.277163562695776,18.1255823366732,23.540573100093752
epsilon,Medium,medium_60c_4v_seed3,medium,60,4,30,OK,1418.5,433.6560849221617,433.6560849221617,428.0611453380496,428.0611453380496,498.9587003267876,26.1,26.1,29.67842877478008,11.431858739974754,15.584182900143787
epsilon,Medium,medium_80c_5v_seed1,medium,80,5,30,OK,1740.7,544.9090799727747,544.9090799727747,543.4572767621528,543.4572767621528,606.568515412753,34.166666666666664,34.166666666666664,33.304048031473634,13.187856576611132,16.853010200429708
epsilon,Medium,medium_80c_5v_seed2,medium,80,5,30,OK,1311.3,590.4222927357619,590.4222927357619,584.7261785598689,584.7261785598689,662.1995350050539,34.766666666666666,34.766666666666666,34.85271153376453,6.388836690011279,7.433998300228268
epsilon,Medium,medium_80c_5v_seed3,medium,80,5,30,OK,1550.3,593.8210635727642,593.8210635727642,603.706330696288,603.706330696288,666.1401574843883,36.66666666666666,36.66666666666666,35.55599033951513,11.692360619979445,14.947849299875088
alpha,Large,large_150c_9v_seed1,large,150,9,30,OK,6483.2,425.85884805491366,425.85884805491366,425.8588480549137,425.8588480549137,425.8588480549137,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_150c_9v_seed2,large,150,9,30,OK,2065.3,469.3237331115949,469.3237331115949,469.3237331115948,469.3237331115948,469.3237331115948,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_150c_9v_seed3,large,150,9,30,OK,1828.1,429.0896521118884,429.0896521118884,429.0896521118884,429.0896521118884,429.0896521118884,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_180c_11v_seed1,large,180,11,30,OK,2594.0,583.5584722098707,583.5584722098707,583.5584722098708,583.5584722098708,583.5584722098708,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_180c_11v_seed2,large,180,11,30,OK,2719.1,585.6361569263323,585.6361569263323,585.6361569263323,585.6361569263323,585.6361569263323,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_180c_11v_seed3,large,180,11,30,OK,2071.7,567.9539765122212,567.9539765122212,567.953976512221,567.953976512221,567.953976512221,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_200c_13v_seed1,large,200,13,30,OK,2579.6,666.7522140805806,666.7522140805806,666.7522140805805,666.7522140805805,666.7522140805805,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_200c_13v_seed2,large,200,13,30,OK,2950.7,666.3281033930233,666.3281033930233,666.328103393023,666.328103393023,666.328103393023,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_200c_13v_seed3,large,200,13,30,OK,2420.3,687.5663604069509,687.5663604069509,687.566360406951,687.566360406951,687.566360406951,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_250c_15v_seed1,large,250,15,30,OK,5858.4,849.8223182805075,849.8223182805075,849.8223182805074,849.8223182805074,849.8223182805074,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_250c_15v_seed2,large,250,15,30,OK,3598.3,885.2899622454429,885.2899622454429,885.2899622454429,885.2899622454429,885.2899622454429,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_250c_15v_seed3,large,250,15,30,OK,5497.6,876.1985958141959,876.1985958141959,876.1985958141958,876.1985958141958,876.1985958141958,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_280c_18v_seed1,large,280,18,30,OK,3731.8,1089.2582572807971,1089.2582572807971,1089.2582572807964,1089.2582572807964,1089.2582572807964,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_280c_18v_seed2,large,280,18,30,OK,8044.9,1054.8218477219154,1054.8218477219154,1054.821847721916,1054.821847721916,1054.821847721916,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_280c_18v_seed3,large,280,18,30,OK,8398.9,1068.3027769395048,1068.3027769395048,1068.302776939505,1068.302776939505,1068.302776939505,0.0,0.0,0.0,0.0,0.0
alpha,Large,large_300c_20v_seed1,large,300,20,30,OK,3482.3,1131.8838459331398,1131.8838459331398,1131.8838459331405,1131.8838459331405,1131.88384593314,0.0,0.0,2.273736754432321e-13,0.0,0.0
alpha,Large,large_300c_20v_seed2,large,300,20,30,OK,3536.6,1172.0359495823564,1172.0359495823564,1172.0359495823557,1172.0359495823557,1172.035949582356,0.0,0.0,2.273736754432321e-13,0.0,0.0
alpha,Large,large_300c_20v_seed3,large,300,20,30,OK,3511.2,1176.3895685747505,1176.3895685747505,1176.3895685747505,1176.3895685747505,1176.3895685747505,0.0,0.0,0.0,0.0,0.0
beta,Large,large_150c_9v_seed1,large,150,9,30,OK,7066.5,1354.5806966988046,1354.5806966988046,1357.9606852069885,1357.9606852069885,1381.659362059498,44.53333333333333,44.53333333333333,18.0213830997004,12.734737503319048,14.84644990018569
beta,Large,large_150c_9v_seed2,large,150,9,30,OK,2018.8,1446.5112972904324,1446.5112972904324,1451.3648918648626,1451.3648918648626,1464.2455849528371,44.3,44.3,7.869776054437055,8.992872126730314,11.00288899964653
beta,Large,large_150c_9v_seed3,large,150,9,30,OK,2131.9,1330.7796089089716,1330.7796089089716,1281.422674974577,1281.422674974577,1321.9693251950084,43.2,43.2,18.20207448050333,10.075665310025215,11.099941299995407
beta,Large,large_180c_11v_seed1,large,180,11,30,OK,2690.3,1880.884264291601,1880.884264291601,1862.0247025022693,1862.0247025022693,1902.4107296975312,52.93333333333333,52.93333333333333,16.68344085855968,6.837038223294075,7.523961499449797
beta,Large,large_180c_11v_seed2,large,180,11,30,OK,3771.7,1806.454347952064,1806.454347952064,1787.584130871482,1787.584130871482,1800.9107630679557,53.63333333333333,53.63333333333333,14.96832073365821,7.19200086662313,8.195890600094572
beta,Large,large_180c_11v_seed3,large,180,11,30,OK,2564.8,1875.9944263916868,1875.9944263916868,1821.201749634896,1821.201749634896,1867.5956594517424,50.7,50.7,21.54766321644471,18.01417794332762,24.68980830023065
beta,Large,large_200c_13v_seed1,large,200,13,30,OK,3438.0,2213.5739418468324,2213.5739418468324,2233.9835309204777,2233.9835309204777,2247.0605822878665,58.63333333333333,58.63333333333333,16.804681565637754,29.920348756667227,36.268384300754406
beta,Large,large_200c_13v_seed2,large,200,13,30,OK,2142.2,2117.799097156696,2117.799097156696,2125.4831788284578,2125.4831788284578,2174.5923842412026,58.266666666666666,58.266666666666666,19.07596415004248,6.486725480020201,7.447448600200005
beta,Large,large_200c_13v_seed3,large,200,13,30,OK,2516.2,2118.889964503109,2118.889964503109,2074.1575457811937,2074.1575457811937,2117.031212442378,58.23333333333333,58.23333333333333,27.650663037158967,10.718602716682168,14.875848999945449
beta,Large,large_250c_15v_seed1,large,250,15,30,OK,4752.9,2777.27504505384,2777.27504505384,2737.338550409442,2737.338550409442,2806.895333285928,73.23333333333333,73.23333333333333,37.511598954160974,11.48364468671692,13.187201700173318
beta,Large,large_250c_15v_seed2,large,250,15,30,OK,3235.7,2898.2557089728957,2898.2557089728957,2847.702209088149,2847.702209088149,2888.7358426252044,73.7,73.7,21.235358487141596,9.391984863226147,11.159263300476596
beta,Large,large_250c_15v_seed3,large,250,15,30,OK,6152.7,2946.3332675293677,2946.3332675293677,2936.1493580833467,2936.1493580833467,2992.439850790656,72.9,72.9,29.438696308982014,13.92012809677981,17.161285200039856
beta,Large,large_280c_18v_seed1,large,280,18,30,OK,4498.8,3400.6521637770734,3400.6521637770734,3336.947199056641,3336.947199056641,3374.5058465062643,79.9,79.9,20.502752687337377,10.71985717661446,11.68556369934231
beta,Large,large_280c_18v_seed2,large,280,18,30,OK,8664.6,3578.515510992742,3578.515510992742,3635.194896039885,3635.194896039885,3683.346034689991,81.56666666666666,81.56666666666666,32.04504792803851,11.813348809881912,15.661656600423155
beta,Large,large_280c_18v_seed3,large,280,18,30,OK,8302.5,3549.254574801977,3549.254574801977,3618.837511325553,3618.837511325553,3634.520574720368,83.4,83.4,17.301903516697735,23.8594360333945,26.246175799984485
beta,Large,large_300c_20v_seed1,large,300,20,30,OK,3901.5,3682.432011083591,3682.432011083591,3613.633001585505,3613.633001585505,3634.999252375085,88.36666666666666,88.36666666666666,20.96444742423605,12.306981639990893,13.723927099839784
beta,Large,large_300c_20v_seed2,large,300,20,30,OK,3831.5,3991.19716447741,3991.19716447741,3888.373553958356,3888.373553958356,3942.21887992908,84.86666666666666,84.86666666666666,25.01791857786127,7.093488036713097,7.868932300363667
beta,Large,large_300c_20v_seed3,large,300,20,30,OK,3846.4,3774.386396227301,3774.386396227301,3793.6515096468,3793.6515096468,3873.921014916836,86.76666666666667,86.76666666666667,40.67115982802514,8.66283934006157,9.37715380010195
gamma,Large,large_150c_9v_seed1,large,150,9,30,OK,6253.1,1083.481187771425,1083.481187771425,1100.2047002559832,1100.2047002559832,1304.632361782566,31.1,31.1,95.81367479642456,9.538230596711704,15.669287800206805
gamma,Large,large_150c_9v_seed2,large,150,9,30,OK,1650.6,1128.4692418859215,1128.4692418859215,1130.225420916109,1130.225420916109,1369.888338940932,29.8,29.8,112.02121287541765,4.346270070019333,6.4133333002682775
gamma,Large,large_150c_9v_seed3,large,150,9,30,OK,1742.1,1064.708849875814,1064.708849875814,1070.499783497387,1070.499783497387,1263.9993827386393,30.666666666666668,30.666666666666668,100.19460362487536,5.501377643287802,8.746197000029497
gamma,Large,large_180c_11v_seed1,large,180,11,30,OK,2747.5,1475.4833195436297,1475.4833195436297,1494.4031825489142,1494.4031825489142,1730.5943464309871,37.43333333333333,37.43333333333333,111.09126628677132,7.02647400998588,10.19677909987513
gamma,Large,large_180c_11v_seed2,large,180,11,30,OK,4478.9,1464.7849405052757,1464.7849405052757,1436.5593600117234,1436.5593600117234,1750.036496167158,35.766666666666666,35.766666666666666,152.21416437194645,13.4723735833851,24.73819200019352
gamma,Large,large_180c_11v_seed3,large,180,11,30,OK,1852.1,1443.5420483700532,1443.5420483700532,1418.3150469473244,1418.3150469473244,1665.137756271955,34.56666666666667,34.56666666666667,117.65719431093106,6.655604393399941,9.973082500160672
gamma,Large,large_200c_13v_seed1,large,200,13,30,OK,3178.1,1669.3973543839184,1669.3973543839184,1660.0583848408717,1660.0583848408717,1896.4878315218289,38.5,38.5,116.70609397365877,15.241198876632067,22.35794169991277
gamma,Large,large_200c_13v_seed2,large,200,13,30,OK,2513.0,1706.4044476267095,1706.4044476267095,1666.5414500365457,1666.5414500365457,1857.9787680670688,38.86666666666667,38.86666666666667,121.15918684448016,4.672601000087647,6.728619099827483
gamma,Large,large_200c_13v_seed3,large,200,13,30,OK,2641.7,1662.1940988714714,1662.1940988714714,1682.9488992271042,1682.9488992271042,2159.3762951362773,39.766666666666666,39.766666666666666,181.68936790264868,6.025932766656236,9.194945799652489
gamma,Large,large_250c_15v_seed1,large,250,15,30,OK,5051.1,2180.5152478828654,2180.5152478828654,2165.7119837771875,2165.7119837771875,2503.1810441624493,48.66666666666666,48.66666666666666,156.34030157537643,13.81270786995689,20.467974599800076
gamma,Large,large_250c_15v_seed2,large,250,15,30,OK,4806.3,2335.817233702875,2335.817233702875,2315.6425828978768,2315.6425828978768,2719.6556290385624,50.6,50.6,160.58720522832297,14.477225380111486,19.969011000241156
gamma,Large,large_250c_15v_seed3,large,250,15,30,OK,5382.2,2146.330372377258,2146.330372377258,2139.7145390555797,2139.7145390555797,2395.4453334694954,47.56666666666667,47.56666666666667,132.09210944292573,13.90962315001525,21.32596499903593
gamma,Large,large_280c_18v_seed1,large,280,18,30,OK,4367.8,2730.495843252374,2730.495843252374,2710.179532142757,2710.179532142757,3273.5047872378896,55.73333333333333,55.73333333333333,218.14673145253545,10.717153760049648,16.60844470001757
gamma,Large,large_280c_18v_seed2,large,280,18,30,OK,8606.9,2697.304417029469,2697.304417029469,2697.2023908896526,2697.2023908896526,3168.9612879927663,55.1,55.1,242.8605644856348,12.30610158665804,21.614606299670413
gamma,Large,large_280c_18v_seed3,large,280,18,30,OK,7250.8,2686.032769739084,2686.032769739084,2722.2117046658427,2722.2117046658427,3204.652479827668,53.833333333333336,53.833333333333336,212.1703412091589,8.625454850223226,13.373670200351626
gamma,Large,large_300c_20v_seed1,large,300,20,30,OK,4668.5,2838.864604471149,2838.864604471149,2757.9697236054767,2757.9697236054767,3120.440360530485,57.53333333333333,57.53333333333333,236.66702747025428,18.2982864300798,26.717411098303277
gamma,Large,large_300c_20v_seed2,large,300,20,30,OK,3947.0,2941.047281011713,2941.047281011713,2959.164860424061,2959.164860424061,3409.270075830509,58.66666666666666,58.66666666666666,236.13581506027973,10.08510848004371,13.677415899932384
gamma,Large,large_300c_20v_seed3,large,300,20,30,OK,4525.0,2907.46073055892,2907.46073055892,2871.955492028256,2871.955492028256,3361.2698764279394,55.7,55.7,222.81100515969004,11.297589146795993,15.421375699108468
